customer_id,age,tenure_months,monthly_charge,total_charge,contract_type,payment_method,internet_service,support_calls,late_payments,churn
CUST-000330,52.0,67,50.08,3089.16,two-year,mailed-check,none,2,3,0
CUST-000331,52.0,7,53.92,382.64,month-to-month,credit-card,fiber,3,0,0
CUST-000332,41.0,1,34.0,31.92,month-to-month,credit-card,fiber,1,1,0
CUST-000333,37.0,68,80.53,5280.25,one-year,credit-card,fiber,2,0,0
CUST-000334,70.0,14,97.55,1358.27,month-to-month,electronic-check,fiber,3,1,1
CUST-000335,46.0,59,27.69,1666.03,month-to-month,credit-card,dsl,3,1,0
CUST-000336,68.0,3,72.92,203.71,month-to-month,electronic-check,dsl,1,5,1
CUST-000337,78.0,12,106.04,1165.04,month-to-month,electronic-check,fiber,0,3,1
CUST-000338,37.0,8,102.28,856.15,month-to-month,bank-transfer,fiber,1,0,0
CUST-000339,30.0,51,109.66,5225.92,one-year,credit-card,fiber,1,2,0
CUST-000340,78.0,45,69.31,3100.49,one-year,electronic-check,dsl,0,0,0
CUST-000341,57.0,35,110.26,3840.7,month-to-month,electronic-check,dsl,4,1,1
CUST-000342,36.0,18,46.48,809.35,two-year,electronic-check,dsl,2,1,0
CUST-000343,57.0,7,59.69,383.92,month-to-month,electronic-check,fiber,3,0,1
CUST-000344,50.0,41,39.4,1460.4,one-year,credit-card,none,1,0,0
CUST-000345,75.0,17,71.42,1168.97,month-to-month,electronic-check,fiber,2,2,1
CUST-000346,34.0,43,63.13,,one-year,mailed-check,dsl,0,0,0
CUST-000347,80.0,50,46.5,2351.67,month-to-month,electronic-check,dsl,6,1,1
CUST-000348,76.0,62,102.7,6371.68,month-to-month,electronic-check,dsl,1,1,0
CUST-000349,29.0,36,54.52,2031.51,month-to-month,bank-transfer,dsl,0,1,0
CUST-000350,28.0,1,50.01,52.26,month-to-month,electronic-check,fiber,1,1,1
CUST-000351,51.0,21,34.4,725.1,month-to-month,credit-card,dsl,4,0,0
CUST-000352,20.0,62,68.27,3779.87,one-year,mailed-check,fiber,0,0,0
CUST-000353,36.0,39,53.33,1973.53,two-year,mailed-check,fiber,1,0,0
CUST-000354,45.0,45,60.62,2682.88,month-to-month,,fiber,1,0,0
CUST-000355,79.0,33,45.96,1486.85,two-year,electronic-check,fiber,0,1,0
CUST-000356,80.0,12,103.95,1136.19,one-year,credit-card,fiber,0,0,0
CUST-000357,,65,122.3,7783.36,two-year,mailed-check,fiber,1,0,0
CUST-000358,74.0,56,74.77,3933.57,one-year,mailed-check,dsl,1,3,0
CUST-000359,23.0,72,90.73,6125.04,one-year,electronic-check,fiber,1,1,0
CUST-000360,65.0,62,115.39,7310.01,month-to-month,credit-card,fiber,0,2,0
CUST-000361,71.0,21,129.87,2595.62,,electronic-check,none,3,1,0
CUST-000362,74.0,19,87.49,1611.87,two-year,electronic-check,none,1,0,0
CUST-000363,32.0,18,117.88,2070.25,month-to-month,bank-transfer,fiber,1,1,1
CUST-000364,74.0,67,119.95,7841.44,month-to-month,electronic-check,fiber,0,2,0
CUST-000365,25.0,41,107.06,4021.76,month-to-month,electronic-check,dsl,1,0,0
CUST-000366,50.0,33,70.7,2290.89,two-year,electronic-check,dsl,0,2,0
CUST-000367,47.0,70,28.93,1897.29,month-to-month,credit-card,fiber,0,0,0
CUST-000368,37.0,44,21.74,948.29,one-year,electronic-check,dsl,2,2,0
CUST-000369,19.0,66,72.49,4328.72,two-year,credit-card,fiber,3,0,0
CUST-000370,66.0,71,74.37,5539.0,two-year,electronic-check,fiber,3,1,0
CUST-000371,39.0,6,64.81,393.23,month-to-month,mailed-check,dsl,0,0,0
CUST-000372,59.0,27,82.5,2118.2,one-year,electronic-check,dsl,0,1,0
CUST-000373,43.0,53,80.74,3984.94,two-year,credit-card,dsl,0,0,0
CUST-000374,41.0,59,112.03,6252.36,month-to-month,electronic-check,fiber,0,2,1
CUST-000375,73.0,11,31.95,352.37,one-year,electronic-check,fiber,1,0,0
CUST-000376,23.0,23,44.77,1020.87,month-to-month,electronic-check,fiber,2,1,0
CUST-000377,64.0,40,107.23,4286.44,one-year,electronic-check,fiber,2,3,1
CUST-000378,65.0,58,113.26,6773.57,month-to-month,electronic-check,fiber,5,1,1
CUST-000379,41.0,9,129.43,1115.44,month-to-month,credit-card,dsl,3,2,1
CUST-000380,34.0,44,116.02,5073.32,month-to-month,bank-transfer,,3,0,1
CUST-000381,18.0,22,117.89,2477.02,month-to-month,electronic-check,dsl,1,1,0
CUST-000382,77.0,16,54.58,863.22,month-to-month,credit-card,fiber,3,1,0
CUST-000383,77.0,38,64.18,2343.04,one-year,credit-card,fiber,1,0,0
CUST-000384,33.0,30,49.49,1502.57,month-to-month,electronic-check,dsl,2,0,0
CUST-000385,20.0,46,,3512.78,month-to-month,credit-card,fiber,2,1,0
CUST-000386,25.0,23,,2598.95,one-year,electronic-check,dsl,3,1,0
CUST-000387,22.0,60,57.91,3232.75,one-year,electronic-check,fiber,2,1,0
CUST-000388,70.0,6,81.27,507.47,month-to-month,credit-card,dsl,1,0,1
CUST-000389,74.0,63,52.59,3201.18,two-year,mailed-check,dsl,2,2,0
CUST-000390,27.0,3,38.68,109.3,month-to-month,mailed-check,dsl,2,0,0
CUST-000391,65.0,53,41.47,2085.23,two-year,mailed-check,dsl,5,2,0
CUST-000392,29.0,25,26.37,630.78,month-to-month,credit-card,dsl,2,1,0
CUST-000393,41.0,28,124.42,3579.67,one-year,electronic-check,fiber,1,0,0
CUST-000394,55.0,2,64.32,134.25,two-year,electronic-check,dsl,2,2,1
CUST-000395,63.0,51,111.75,5833.23,two-year,electronic-check,dsl,0,0,0
CUST-000396,73.0,12,94.95,1165.7,one-year,electronic-check,none,2,1,0
CUST-000397,20.0,48,41.11,1803.25,one-year,electronic-check,fiber,2,0,0
CUST-000398,30.0,53,39.3,1928.09,month-to-month,credit-card,fiber,3,1,0
CUST-000399,35.0,61,109.32,6544.01,one-year,electronic-check,dsl,2,0,0
CUST-000400,37.0,51,49.12,2483.94,one-year,electronic-check,dsl,0,0,0
CUST-000401,80.0,22,120.46,2423.43,two-year,bank-transfer,fiber,1,0,0
CUST-000402,66.0,54,35.41,1925.27,month-to-month,credit-card,fiber,4,1,0
CUST-000403,38.0,60,94.55,5185.09,month-to-month,bank-transfer,fiber,2,0,0
CUST-000404,79.0,23,109.59,2330.8,one-year,electronic-check,,1,0,0
CUST-000405,49.0,9,45.88,384.91,month-to-month,credit-card,fiber,0,0,0
CUST-000406,49.0,65,50.38,3352.7,month-to-month,electronic-check,fiber,0,0,0
CUST-000407,45.0,11,126.1,1393.28,month-to-month,credit-card,fiber,0,1,1
CUST-000408,27.0,43,49.11,2048.84,one-year,electronic-check,none,2,0,0
CUST-000409,76.0,18,67.3,1234.85,,electronic-check,fiber,3,0,0
CUST-000410,18.0,10,,688.1,month-to-month,credit-card,fiber,5,0,1
CUST-000411,28.0,56,47.83,2534.57,month-to-month,,fiber,3,0,0
CUST-000412,32.0,11,105.34,1173.62,two-year,electronic-check,fiber,0,2,1
CUST-000413,35.0,49,104.9,4703.51,one-year,mailed-check,none,1,0,0
CUST-000414,26.0,50,61.61,2974.37,,electronic-check,none,1,2,0
CUST-000415,19.0,5,111.86,503.43,month-to-month,credit-card,fiber,1,1,0
CUST-000416,60.0,13,43.44,537.93,one-year,credit-card,fiber,2,0,0
CUST-000417,79.0,58,20.47,1149.82,month-to-month,electronic-check,fiber,0,0,0
CUST-000418,25.0,37,82.83,2738.58,one-year,credit-card,fiber,3,1,0
CUST-000419,36.0,9,129.35,1116.01,month-to-month,electronic-check,fiber,1,1,1
CUST-000420,49.0,72,24.25,1729.91,two-year,bank-transfer,fiber,2,0,0
CUST-000421,76.0,20,42.88,844.22,month-to-month,electronic-check,fiber,2,0,1
CUST-000422,61.0,1,77.08,68.54,one-year,electronic-check,dsl,1,0,0
CUST-000423,66.0,67,109.09,6550.41,month-to-month,electronic-check,fiber,0,3,0
CUST-000424,54.0,2,29.79,55.99,two-year,mailed-check,fiber,0,1,0
CUST-000425,44.0,40,63.48,2598.25,two-year,bank-transfer,dsl,1,0,0
CUST-000426,30.0,72,102.18,7561.91,one-year,mailed-check,fiber,4,2,0
CUST-000427,72.0,42,60.87,2384.32,month-to-month,bank-transfer,fiber,0,2,0
CUST-000428,68.0,43,40.77,1756.99,month-to-month,bank-transfer,fiber,2,3,0
CUST-000429,19.0,28,41.5,1136.62,one-year,credit-card,fiber,1,0,0
CUST-000430,63.0,10,65.11,681.82,one-year,mailed-check,fiber,1,1,0
CUST-000431,23.0,42,72.74,,month-to-month,credit-card,dsl,1,2,0
CUST-000432,64.0,65,114.8,7261.57,month-to-month,credit-card,none,1,0,0
CUST-000433,70.0,7,90.65,622.32,month-to-month,bank-transfer,fiber,0,1,1
CUST-000434,26.0,64,95.94,5724.49,two-year,credit-card,fiber,2,2,0
CUST-000435,45.0,30,128.13,3413.31,one-year,electronic-check,dsl,2,0,0
CUST-000436,25.0,39,65.3,2263.65,one-year,credit-card,dsl,0,0,0
CUST-000437,53.0,12,64.37,739.31,one-year,electronic-check,fiber,1,0,0
CUST-000438,76.0,45,121.57,5458.18,month-to-month,bank-transfer,fiber,2,1,0
CUST-000439,23.0,14,47.05,658.06,month-to-month,credit-card,fiber,3,0,0
CUST-000440,43.0,20,100.28,1826.63,month-to-month,bank-transfer,dsl,0,0,0
CUST-000441,79.0,52,,5494.48,one-year,credit-card,fiber,1,0,0
CUST-000442,36.0,4,30.76,116.16,month-to-month,bank-transfer,fiber,2,1,0
CUST-000443,26.0,33,71.51,2463.53,month-to-month,electronic-check,fiber,1,1,1
CUST-000444,48.0,43,42.06,1627.88,month-to-month,mailed-check,fiber,4,0,0
CUST-000445,50.0,10,40.39,412.87,month-to-month,credit-card,fiber,3,1,0
CUST-000446,59.0,22,71.02,1616.22,one-year,electronic-check,dsl,0,1,0
CUST-000447,37.0,25,51.84,1321.73,month-to-month,electronic-check,dsl,1,1,0
CUST-000448,78.0,48,107.57,5253.73,month-to-month,electronic-check,fiber,4,1,0
CUST-000449,50.0,71,119.84,8010.23,one-year,credit-card,fiber,1,1,0
CUST-000450,36.0,61,108.3,6614.68,month-to-month,bank-transfer,dsl,1,2,0
CUST-000451,78.0,14,49.26,674.81,month-to-month,mailed-check,fiber,1,0,0
CUST-000452,76.0,2,50.15,95.5,month-to-month,bank-transfer,fiber,1,0,0
CUST-000453,49.0,4,48.02,201.46,one-year,credit-card,fiber,1,2,0
CUST-000454,19.0,43,34.85,1392.72,month-to-month,credit-card,dsl,2,0,0
CUST-000455,55.0,12,123.82,1411.9,one-year,bank-transfer,dsl,0,0,0
CUST-000456,52.0,17,64.23,1128.47,two-year,bank-transfer,dsl,3,0,0
CUST-000457,27.0,62,44.72,2576.15,one-year,electronic-check,dsl,3,1,0
CUST-000458,57.0,63,113.13,6456.92,month-to-month,mailed-check,fiber,1,0,0
CUST-000459,70.0,61,63.91,3636.14,one-year,credit-card,fiber,1,3,0
CUST-000460,24.0,19,23.86,457.46,month-to-month,bank-transfer,fiber,4,2,1
CUST-000461,63.0,45,37.81,1745.99,month-to-month,mailed-check,dsl,2,0,0
CUST-000462,26.0,44,90.32,3574.51,month-to-month,,dsl,2,2,1
CUST-000463,65.0,14,106.12,1464.42,month-to-month,electronic-check,fiber,1,2,1
CUST-000464,44.0,40,43.2,1687.29,month-to-month,credit-card,dsl,1,1,0
CUST-000465,18.0,38,120.91,4565.61,month-to-month,electronic-check,fiber,1,0,0
CUST-000466,78.0,29,113.61,3275.18,month-to-month,bank-transfer,fiber,0,1,1
CUST-000467,28.0,55,113.32,6501.28,month-to-month,electronic-check,fiber,3,2,1
CUST-000468,55.0,49,45.04,2072.14,one-year,bank-transfer,dsl,2,1,0
CUST-000469,29.0,39,25.56,928.02,two-year,mailed-check,none,3,1,0
CUST-000470,76.0,53,115.42,5987.62,month-to-month,electronic-check,dsl,5,2,1
CUST-000471,64.0,55,53.64,2811.54,one-year,credit-card,none,1,0,0
CUST-000472,68.0,41,88.08,3468.77,month-to-month,bank-transfer,dsl,0,0,0
CUST-000473,45.0,20,103.6,1847.76,month-to-month,credit-card,dsl,2,1,1
CUST-000474,47.0,55,34.11,1698.2,month-to-month,electronic-check,dsl,3,0,0
CUST-000475,57.0,52,105.89,5721.1,month-to-month,electronic-check,fiber,0,1,0
CUST-000476,67.0,71,123.24,7801.62,month-to-month,credit-card,dsl,1,1,0
CUST-000477,71.0,11,100.12,1079.65,month-to-month,bank-transfer,dsl,2,0,0
CUST-000478,19.0,31,68.53,2142.02,month-to-month,credit-card,dsl,2,0,0
CUST-000479,59.0,67,116.43,6880.45,month-to-month,electronic-check,fiber,0,2,1
CUST-000480,24.0,38,78.02,2721.26,month-to-month,credit-card,,3,1,1
CUST-000481,36.0,68,101.92,6543.16,month-to-month,credit-card,none,2,0,0
CUST-000482,70.0,1,110.26,106.53,month-to-month,electronic-check,fiber,0,1,0
CUST-000483,33.0,3,102.43,288.26,month-to-month,bank-transfer,none,1,0,0
CUST-000484,68.0,58,51.66,2967.31,month-to-month,electronic-check,fiber,1,1,0
CUST-000485,,26,32.96,787.11,month-to-month,credit-card,fiber,2,0,1
CUST-000486,32.0,38,46.22,1553.21,month-to-month,mailed-check,fiber,2,0,0
CUST-000487,39.0,31,75.32,2055.35,month-to-month,credit-card,dsl,1,3,0
CUST-000488,51.0,30,75.58,2128.49,two-year,credit-card,dsl,3,2,0
CUST-000489,66.0,68,84.09,5383.51,month-to-month,electronic-check,fiber,1,0,0
CUST-000490,56.0,7,63.46,462.55,month-to-month,electronic-check,dsl,3,1,1
CUST-000491,76.0,56,106.56,5296.7,month-to-month,electronic-check,fiber,0,1,0
CUST-000492,72.0,65,120.45,7595.24,two-year,bank-transfer,fiber,0,0,0
CUST-000493,65.0,48,47.14,2213.46,one-year,bank-transfer,dsl,3,2,0
CUST-000494,,29,101.02,2926.29,one-year,electronic-check,dsl,2,1,0
CUST-000495,36.0,12,94.58,1122.0,two-year,electronic-check,dsl,2,1,0
CUST-000496,43.0,50,77.54,3417.12,month-to-month,electronic-check,dsl,0,1,0
CUST-000497,25.0,34,40.74,1367.73,two-year,credit-card,none,0,1,0
CUST-000498,41.0,11,107.48,1105.2,month-to-month,credit-card,fiber,0,0,0
CUST-000499,76.0,26,125.67,3304.63,one-year,bank-transfer,fiber,1,1,0
CUST-000500,44.0,70,99.4,6345.85,month-to-month,mailed-check,fiber,1,0,0
CUST-000501,25.0,20,120.96,2423.45,month-to-month,electronic-check,dsl,0,0,1
CUST-000502,59.0,13,128.26,1644.59,two-year,bank-transfer,dsl,1,1,0
CUST-000503,78.0,50,58.73,,month-to-month,credit-card,dsl,2,1,0
CUST-000504,72.0,15,90.2,1231.11,two-year,electronic-check,fiber,0,0,0
CUST-000505,35.0,67,72.13,4802.55,month-to-month,mailed-check,fiber,2,1,0
CUST-000506,46.0,62,128.53,8010.99,one-year,electronic-check,dsl,2,1,0
CUST-000507,51.0,71,30.32,2073.5,two-year,bank-transfer,none,2,2,0
CUST-000508,,66,65.36,4045.71,month-to-month,bank-transfer,fiber,5,0,1
CUST-000509,34.0,18,,1901.63,two-year,mailed-check,fiber,3,0,0
CUST-000510,32.0,16,51.25,762.02,one-year,credit-card,fiber,3,0,0
CUST-000511,80.0,25,106.66,,one-year,electronic-check,fiber,3,2,0
CUST-000512,64.0,34,62.11,2005.3,month-to-month,bank-transfer,fiber,3,3,1
CUST-000513,70.0,64,127.8,8174.79,month-to-month,bank-transfer,fiber,1,0,0
CUST-000514,69.0,53,117.19,6247.19,one-year,credit-card,,1,0,0
CUST-000515,78.0,47,53.15,2484.58,month-to-month,,fiber,4,0,0
CUST-000516,24.0,64,104.72,6665.23,month-to-month,electronic-check,fiber,1,0,0
CUST-000517,73.0,47,57.05,2638.01,month-to-month,credit-card,fiber,2,0,0
CUST-000518,22.0,28,86.7,2350.24,two-year,bank-transfer,none,3,0,0
CUST-000519,47.0,30,92.43,2533.4,month-to-month,electronic-check,fiber,0,1,1
CUST-000520,55.0,38,111.26,4326.29,one-year,credit-card,fiber,0,0,0
CUST-000521,40.0,7,22.69,165.81,two-year,,,3,0,0
CUST-000522,27.0,54,44.22,2290.7,month-to-month,bank-transfer,dsl,1,1,0
CUST-000523,30.0,47,98.31,4799.16,month-to-month,mailed-check,dsl,1,1,0
CUST-000524,69.0,53,81.99,4561.26,one-year,credit-card,fiber,1,0,0
CUST-000525,38.0,39,74.52,2797.74,month-to-month,mailed-check,fiber,3,0,0
CUST-000526,37.0,57,26.07,1490.66,one-year,electronic-check,fiber,3,0,0
CUST-000527,,69,58.31,3980.92,one-year,credit-card,dsl,2,0,0
CUST-000528,27.0,42,115.16,4451.4,one-year,credit-card,none,1,1,0
CUST-000529,75.0,32,23.4,664.94,month-to-month,bank-transfer,fiber,1,0,0
CUST-000530,76.0,8,63.61,487.03,one-year,mailed-check,fiber,1,1,0
CUST-000531,55.0,57,123.97,7163.98,one-year,bank-transfer,dsl,1,0,0
CUST-000532,28.0,66,,,month-to-month,credit-card,dsl,1,0,0
CUST-000533,27.0,51,102.47,5295.76,one-year,credit-card,fiber,0,1,0
CUST-000534,35.0,63,48.34,3018.97,two-year,credit-card,fiber,3,2,0
CUST-000535,54.0,63,115.33,7253.02,one-year,credit-card,fiber,0,1,0
CUST-000536,27.0,58,102.07,5497.23,month-to-month,electronic-check,dsl,0,0,0
CUST-000537,46.0,37,117.43,4170.71,month-to-month,credit-card,dsl,3,0,1
CUST-000538,25.0,8,43.75,318.81,month-to-month,bank-transfer,dsl,2,1,0
CUST-000539,52.0,1,78.44,72.32,month-to-month,bank-transfer,dsl,1,0,0
CUST-000540,19.0,15,105.72,1419.73,month-to-month,bank-transfer,fiber,2,1,1
CUST-000541,62.0,32,47.03,1356.8,two-year,credit-card,fiber,3,2,0
CUST-000542,21.0,54,45.38,2244.16,month-to-month,credit-card,fiber,0,2,0
CUST-000543,30.0,33,22.99,,one-year,electronic-check,dsl,2,4,0
CUST-000544,,2,,239.59,month-to-month,credit-card,dsl,1,1,0
CUST-000545,70.0,16,98.1,1452.48,month-to-month,credit-card,fiber,1,1,1
CUST-000546,21.0,71,89.91,6552.07,month-to-month,electronic-check,fiber,1,1,0
CUST-000547,45.0,72,101.84,7107.19,month-to-month,electronic-check,dsl,1,1,0
CUST-000548,55.0,28,78.48,2278.59,one-year,bank-transfer,dsl,0,2,0
CUST-000549,50.0,58,72.37,4146.86,two-year,credit-card,dsl,0,0,0
CUST-000550,60.0,52,69.45,3187.72,two-year,credit-card,fiber,3,0,0
CUST-000551,68.0,68,90.45,6367.66,month-to-month,electronic-check,none,1,1,1
CUST-000552,42.0,64,42.17,2768.43,one-year,credit-card,dsl,1,1,0
CUST-000553,70.0,46,117.69,5348.75,month-to-month,credit-card,dsl,4,0,0
CUST-000554,38.0,29,109.29,3077.22,two-year,credit-card,dsl,0,0,0
CUST-000555,80.0,46,58.45,2573.08,month-to-month,credit-card,none,0,3,0
CUST-000556,49.0,23,83.65,1850.78,month-to-month,electronic-check,none,3,1,0
CUST-000557,,26,35.51,933.2,month-to-month,mailed-check,dsl,3,2,0
CUST-000558,73.0,44,126.96,5403.2,month-to-month,electronic-check,fiber,0,1,0
CUST-000559,67.0,42,119.32,4560.03,month-to-month,,fiber,0,0,0
CUST-000560,71.0,42,121.41,4537.75,two-year,electronic-check,dsl,2,2,0
CUST-000561,51.0,28,56.54,1427.11,one-year,credit-card,dsl,1,1,0
CUST-000562,20.0,30,38.6,1068.54,two-year,electronic-check,fiber,1,2,0
CUST-000563,49.0,1,43.29,40.8,month-to-month,bank-transfer,fiber,0,2,0
CUST-000564,29.0,44,29.9,1357.32,one-year,credit-card,none,2,0,0
CUST-000565,74.0,42,33.21,1284.13,month-to-month,bank-transfer,dsl,0,0,0
CUST-000566,32.0,68,27.84,1768.8,month-to-month,electronic-check,none,1,3,0
CUST-000567,32.0,37,128.88,4377.12,month-to-month,electronic-check,fiber,0,1,1
CUST-000568,33.0,34,28.15,931.04,month-to-month,credit-card,dsl,0,1,0
CUST-000569,58.0,5,34.58,170.29,one-year,credit-card,dsl,3,0,0
CUST-000570,53.0,15,111.0,1615.82,month-to-month,credit-card,fiber,3,0,0
CUST-000571,77.0,25,83.83,2183.39,month-to-month,mailed-check,fiber,1,2,0
CUST-000572,44.0,28,105.19,3090.27,one-year,bank-transfer,none,2,0,0
CUST-000573,35.0,27,,2467.77,month-to-month,mailed-check,fiber,3,1,0
CUST-000574,21.0,29,,3451.52,two-year,electronic-check,dsl,2,0,0
CUST-000575,18.0,56,90.23,4760.97,month-to-month,bank-transfer,dsl,3,4,1
CUST-000576,41.0,10,77.43,757.7,one-year,credit-card,dsl,2,0,0
CUST-000577,76.0,24,98.4,2219.31,one-year,credit-card,fiber,0,0,0
CUST-000578,50.0,12,69.21,841.6,one-year,mailed-check,dsl,0,2,0
CUST-000579,74.0,23,58.07,1214.35,one-year,bank-transfer,fiber,1,0,0
CUST-000580,24.0,50,71.44,3274.93,two-year,mailed-check,dsl,1,0,0
CUST-000581,23.0,4,38.67,137.14,one-year,bank-transfer,fiber,1,0,0
CUST-000582,70.0,25,107.62,2646.16,month-to-month,electronic-check,dsl,4,1,0
CUST-000583,24.0,2,48.68,97.07,month-to-month,bank-transfer,dsl,0,2,0
CUST-000584,21.0,69,36.89,2241.42,one-year,credit-card,fiber,0,1,0
CUST-000585,43.0,53,47.1,2413.51,month-to-month,mailed-check,fiber,1,0,0
CUST-000586,76.0,18,112.63,,month-to-month,bank-transfer,dsl,1,0,0
CUST-000587,61.0,15,56.32,857.22,month-to-month,electronic-check,fiber,4,0,1
CUST-000588,24.0,8,95.47,677.16,month-to-month,electronic-check,fiber,0,0,1
CUST-000589,70.0,35,114.21,3550.67,month-to-month,electronic-check,fiber,2,0,0
CUST-000590,71.0,55,28.55,1547.38,one-year,credit-card,none,2,0,0
CUST-000591,68.0,43,104.15,4391.47,one-year,electronic-check,dsl,1,0,0
CUST-000592,74.0,64,53.84,3519.1,,bank-transfer,fiber,4,1,0
CUST-000593,33.0,25,43.83,1074.59,month-to-month,credit-card,none,0,0,0
CUST-000594,79.0,21,95.78,2094.64,month-to-month,bank-transfer,fiber,2,1,1
CUST-000595,38.0,35,120.08,3923.08,one-year,electronic-check,fiber,0,2,0
CUST-000596,68.0,15,52.45,745.56,month-to-month,credit-card,fiber,2,0,0
CUST-000597,54.0,71,82.57,6133.34,one-year,electronic-check,fiber,0,2,0
CUST-000598,67.0,14,51.88,652.44,month-to-month,mailed-check,fiber,0,0,0
CUST-000599,57.0,35,80.97,2877.32,two-year,electronic-check,dsl,2,0,0
CUST-000600,58.0,38,88.4,2962.7,month-to-month,electronic-check,fiber,2,1,0
CUST-000601,56.0,5,87.14,419.45,two-year,electronic-check,dsl,1,0,0
CUST-000602,67.0,34,88.59,2729.16,one-year,bank-transfer,fiber,1,2,0
CUST-000603,64.0,33,34.86,1129.45,month-to-month,electronic-check,fiber,2,0,0
CUST-000604,26.0,19,96.29,1858.21,one-year,credit-card,fiber,3,1,0
CUST-000605,70.0,10,94.22,834.43,month-to-month,bank-transfer,dsl,1,2,0
CUST-000606,51.0,4,95.08,345.27,one-year,bank-transfer,,0,0,0
CUST-000607,38.0,1,28.15,26.41,one-year,electronic-check,fiber,0,0,0
CUST-000608,50.0,35,69.15,2235.07,month-to-month,electronic-check,fiber,0,0,0
CUST-000609,78.0,7,64.99,429.98,month-to-month,credit-card,fiber,3,1,1
CUST-000610,72.0,70,29.54,2154.27,one-year,electronic-check,dsl,2,0,0
CUST-000611,70.0,18,44.46,718.02,month-to-month,bank-transfer,fiber,2,1,0
CUST-000612,47.0,47,68.51,3065.28,two-year,credit-card,dsl,2,1,0
CUST-000613,67.0,49,101.72,4773.47,one-year,credit-card,fiber,2,1,0
CUST-000614,42.0,36,46.08,1538.87,one-year,electronic-check,fiber,4,4,1
CUST-000615,61.0,64,111.27,6603.89,month-to-month,credit-card,dsl,1,1,0
CUST-000616,58.0,8,80.04,641.29,one-year,electronic-check,fiber,3,1,0
CUST-000617,33.0,17,103.65,1735.68,two-year,bank-transfer,fiber,2,0,0
CUST-000618,34.0,19,71.98,1392.49,month-to-month,electronic-check,none,0,1,0
CUST-000619,21.0,10,74.91,710.79,month-to-month,mailed-check,fiber,1,1,1
CUST-000620,26.0,22,88.17,1907.04,month-to-month,bank-transfer,fiber,0,2,0
CUST-000621,45.0,23,122.08,2897.44,month-to-month,electronic-check,fiber,0,0,0
CUST-000622,48.0,56,74.1,4252.2,one-year,electronic-check,dsl,1,0,0
CUST-000623,28.0,22,78.15,1781.89,month-to-month,electronic-check,dsl,2,0,0
CUST-000624,44.0,64,86.22,5108.23,one-year,electronic-check,fiber,0,0,0
CUST-000625,56.0,56,101.13,5932.41,month-to-month,electronic-check,none,0,1,0
CUST-000626,32.0,65,27.9,1847.57,month-to-month,bank-transfer,dsl,1,0,0
CUST-000627,39.0,8,76.73,623.12,month-to-month,credit-card,none,2,0,0
CUST-000628,41.0,71,72.98,5147.84,two-year,electronic-check,dsl,1,1,0
CUST-000629,49.0,45,121.39,5720.14,one-year,credit-card,none,2,0,0
CUST-000630,41.0,71,74.29,5037.58,month-to-month,electronic-check,dsl,3,1,0
CUST-000631,64.0,26,71.52,1870.79,one-year,mailed-check,fiber,1,1,0
CUST-000632,38.0,69,125.84,8672.52,month-to-month,electronic-check,fiber,0,2,1
CUST-000633,,43,69.56,3004.41,month-to-month,bank-transfer,dsl,0,2,0
CUST-000634,41.0,6,39.9,241.26,month-to-month,bank-transfer,fiber,2,1,1
CUST-000635,29.0,30,43.86,1200.57,two-year,electronic-check,dsl,0,1,0
CUST-000636,61.0,10,30.47,286.22,one-year,electronic-check,fiber,2,0,0
CUST-000637,32.0,68,20.06,1291.35,one-year,credit-card,dsl,4,0,0
CUST-000638,36.0,22,67.51,1495.85,month-to-month,bank-transfer,fiber,0,0,0
CUST-000639,67.0,17,104.62,1781.67,month-to-month,credit-card,none,1,0,0
CUST-000640,77.0,40,100.68,4114.48,one-year,bank-transfer,fiber,1,1,0
CUST-000641,60.0,31,23.54,739.99,month-to-month,bank-transfer,fiber,5,1,0
CUST-000642,75.0,7,82.7,568.09,two-year,bank-transfer,dsl,1,1,0
CUST-000643,71.0,59,36.97,1971.38,one-year,credit-card,dsl,2,0,0
CUST-000644,48.0,61,123.52,7444.51,month-to-month,credit-card,dsl,0,0,0
CUST-000645,66.0,54,38.41,2138.02,one-year,bank-transfer,none,1,2,0
CUST-000646,38.0,45,88.93,3959.19,two-year,electronic-check,fiber,1,2,1
CUST-000647,47.0,29,55.89,1673.09,month-to-month,bank-transfer,dsl,2,2,1
CUST-000648,51.0,40,90.57,3803.36,one-year,electronic-check,fiber,0,0,0
CUST-000649,78.0,38,65.35,2336.95,two-year,electronic-check,dsl,3,0,0
CUST-000650,71.0,12,103.56,1246.4,month-to-month,bank-transfer,fiber,5,1,1
CUST-000651,48.0,6,45.37,264.54,two-year,electronic-check,fiber,2,0,0
CUST-000652,59.0,19,119.64,2176.2,month-to-month,electronic-check,dsl,6,0,1
CUST-000653,30.0,33,75.02,2279.53,one-year,electronic-check,dsl,0,1,0
CUST-000654,68.0,12,103.17,1141.23,one-year,credit-card,fiber,2,1,0
CUST-000655,52.0,8,113.47,827.37,one-year,bank-transfer,none,2,0,0
CUST-000656,51.0,62,129.87,7950.1,month-to-month,electronic-check,dsl,2,0,1
CUST-000657,66.0,27,44.63,1089.51,one-year,electronic-check,fiber,3,0,0
CUST-000658,57.0,43,51.56,2113.62,month-to-month,credit-card,dsl,1,0,0
CUST-000659,22.0,38,47.55,1750.83,month-to-month,mailed-check,fiber,0,0,0
